rating,enrollment,grade_span,name,address
-,322,K-8,Academy Of Kansas City School,"2015 E 72nd St, Kansas City"
-,256,6-9,Ace At Southeast 6-9 School,"6410 Swope Pkwy, Kansas City"
-,-,PK-5,Ace At Southeast Elementary School,"6410 Swope Pkwy, Kansas City"
79,145,K-8,Ackerman School,"1550 Derhake Rd, Florissant"
84,128,K-6,Adair Co. Elementary School,"205 W Dewey, Brashear"
37,155,K-6,Adair Co. Elementary School,"600 Rombauer Ave, Novinger"
52,138,7-12,Adair Co. High School,"600 Rombauer Ave, Novinger"
78,121,7-12,Adair Co. High School,"205 W Dewey, Brashear"
60,239,K-8,Bristol Consolidated School,"2153 BRISTOL ROAD, Bristol"
43,55,K-8,Brooklin School,"RTE 175 PO BOX 120, Brooklin"
61,72,K-8,Brooksville Elementary School,"1527 COASTAL ROAD, Brooksville"
-,-,K-5,Brown Elementary School,"37 HIGHLAND AVENUE, South Portland"
-,31,K-1,Brownfield Elementary School,"90 MAIN STREET, Brownfield"
28,117,K-6,Brownville Elementary School,"774 MAIN ROAD, Brownville"
27,141,7-8,Bruce M Whittier Middle School,"1457 MAINE STREET, Poland"
59,-,9-12,Brunswick High School,"116 MAQUOIT ROAD, Brunswick"
58,742,6-8,Brunswick Junior High School,"65 COLUMBIA AVENUE, Brunswick"
33,287,7-12,Buckfield Jr-Sr High School,"160 MORRILL STREET, Buckfield"
54,381,6-8,Alexander Middle School,"6115 School Road, Albany"
72,714,K-6,Allen East Elementary School,"9105 Harding Hwy, Harrod"
52,469,7-12,Allen East High School,"9105 Harding Hwy, Harrod"
-,470,K-3,Allen East Primary Elementary School,"9105 Harding Hwy, Harrod"
59,314,3-5,Allen Elementary School,"4865 N Genoa Clay Center Rd, Curtice"
11,346,K-6,Allen Elementary School,"1326 Sherrick Rd SE, Canton"
68,316,K-5,Allen Elementary School,"174 Plyleys Ln, Chillicothe"
89,507,K-6,Allen Elementary School,"16400 Park Lane Dr, Strongsville"
9,395,K-8,Alliance Academy Of Cincinnati School,"1712 Duck Creek Rd, Cincinnati"
-,325,K-12,Alliance Academy Of Toledo School,"1501 Monroe St Ste 2ND, Toledo"
-,248,-,Alliance Early Learning At South Lincoln School,"285 W Oxford St, Alliance"
44,871,9-12,Alliance High School,"400 Glamorgan St, Alliance"
31,169,PK-5,Alexander Hamilton School,"196 STRATHMORE ROAD, Brighton"
26,460,PK-8,Alfred G Zanetti School,"59 HOWARD STREET, Springfield"
28,709,PK-5,Alfred J Gomes School,"286 S SECOND STREET, New Bedford"
74,475,PK-4,Alfred M Chaffee School,"9 CLOVER STREET, Oxford"
75,"1,392",9-12,Algonquin Reg High School,"79 BARTLETT STREET, Northborough"
55,310,K-5,Alice B Beal Elementary School,"285 TIFFANY STREET, Springfield"
79,387,K-5,Alice M Barrows School,"16 EDGEMONT AVENUE, Reading"
77,223,K-4,Allen Avenue School,"290 ALLEN AVENUE, North Attleborough"
68,309,K-5,Allendale School,"180 CONNECTICUT AVENUE, Pittsfield"
71,444,K-5,Ambrose Elementary School,"27 HIGH STREET, Winchester"
63,443,PK-4,Amesbury Elementary School,"20 SOUTH HAMPTON ROAD, Amesbury"
41,435,9-12,Allen Central High School,"442 KY Rt 550, Eastern"
74,304,6-8,Allen Central Middle School,"10733 KY Rt 80  Rebel Road, Eastern"
-,666,-,Allen County Intermediate Center School,"720 Oliver St, Scottsville"
34,919,K-3,Allen County Primary Center School,"721 New Gallatin Rd, Scottsville"
46,961,9-12,Allen County-Scottsville High School,"1545 Bowling Green Road, Scottsville"
45,495,K-8,Allen Elementary School,"112 Eagle Ln, Allen"
76,463,K-6,Alvaton Elementary School,"1 Robert Morgan Lane, Alvaton"
98,441,K-8,Anchorage Public Elementary School,"11400 Ridge Rd, Anchorage"
54,"1,144",9-12,Anderson County High School,"1 Bearcat Dr, Lawrenceburg"
67,905,6-8,Anderson County Middle School,"1 Mustang Trail, Lawrenceburg"
91,621,K-5,Anne Mason Elementary School,"350 Champion Way, Georgetown"
8,330,9-12,Algiers Technology Academy,"6501 Berkley Dr., New Orleans city"
38,643,K-8,Alice Harte Elementary Charter School,"5300 Berkley Drive, New Orleans city"
59,626,"PK,K-5",Alice M.Birney Elementary School,"4829 Hastings Street, Metairie CDP"
9,802,"PK,K-5",Alice N. Boucher Elementary School,"400 Patterson Street, Lafayette city"
64,297,"PK,K-2",Allemands Elementary School,"1471 WPA Road (Hwy. 632), Des Allemands CDP"
12,279,"PK,K-6",Alma Redwine Elementary School,"1323 Vance Avenue, Alexandria city"
26,212,"PK,K-5",Alton Elementary School,"38276 North 5th Avenue, Slidell city"
34,374,"PK,K-5",Ames Montessori,"500 Pine Street, Marrero CDP"
26,691,"PK,K-4",Amite Elementary School,"301 Vernon Avenue, Amite"
17,543,8-12,Amite High School,"403 South Laurel Street, Amite"
96,538,"PK,K-6",Anacoco Elementary School,"4726 Port Arthur Avenue, Anacoco village"
96,400,7-12,Anacoco High School,"4740 Port Arthur Avenue, Anacoco village"
-,KG-6,,271 Pond El. TS,"9600 3RD AVE., Bloomington"
-,KG-8,,271 Poplar Bridge El. TS,"8401 PALMER RD., Bloomington"
-,KG-6,,271 Ridgeview El. TS,"9400 NESBITT RD., Bloomington"
-,9-12,,271 SHAPE IS,"2575 W 88TH ST, Bloomington"
46,9-12,,271 Shape ALC,"2575 W. 88TH ST., Bloomington"
-,1-8,,271 Valley View El. TS,"351 E. 88TH ST., Bloomington"
-,5-8,,271 Valley View Middle TS,"8900 PORTLAND AVE. S., Bloomington"
-,KG-6,,271 Washburn El. TS,"6401 XERXES AVE. S., Bloomington"
-,KG-6,,272 Cedar Ridge El. TS,"8905 BRAXTON DR., Eden Prairie"
-,4-9,,272 Central Middle Alt,"8025 SCHOOL RD., Eden Prairie"
-,7-8,,272 Central MiddleTS,"8025 SCHOOL RD., Eden Prairie"
-,1-3,,272 Eagle Hgts. Spanish Immersion TS,"8025 SCHOOL RD., Eden Prairie"
-,164,K-4,Albee Elementary School,"11540 BUECHE ROAD, Burt"
-,422,K-5,Albert Weitzer Elementary School,"2601 TREADWELL, Westland"
-,6,12,Albion Alternative Education School,"1418 COOPER STREET, Albion"
23,461,9-12,Albion Senior High School,"225 WATSON STREET, Albion"
66,-,-,Alcona Community High School,"51 N. BARLOW ROAD, Lincoln"
-,-,-,Alcona Elementary School,"181 N BARLOW ROAD, Lincoln"
-,-,-,Alcona Middle School,"51 N. BARLOW ROAD, Lincoln"
-,340,K-5,Alcott School,"460 W. KENNETT ROAD, Pontiac"
-,431,K-4,Alexander Elementary School,"520 CHERRY STREET, Adrian"
-,329,K-5,Alexander Hamilton Elementary School,"1031 S. SCHUMAN STREET, Westland"
1,335,PK-6,Adams Elementary School,"1311 Tower Grove Ave, St Louis"
59,383,K-4,Adams-Dieterich Elementary School,"315 N Jefferson, Carrollton"
57,383,K-6,Adrian Elementary School,"601 N Houston, Adrian"
57,338,7-12,Adrian Jr.-Sr. High School,"601 N Houston, Adrian"
79,215,K-6,Advance Elementary School,"33790 State Hwy 91 North, Advance"
49,200,7-12,Advance High School,"201 E School St, Advance"
41,865,9-12,Affton High School,"8309 Mackenzie Rd, St Louis"
12,321,K-6,Airport Elementary School,"8249 Airport Rd, St Louis"
39,169,9-12,Albany High School,"101 W Jefferson St, Albany"
63,110,6-8,Albany Middle School,"101 W Jefferson St, Albany"
100,424,K-5,Alexander Doniphan Elementary School,"1900 Clay Dr, Liberty"
18,481,9-12,Bucksport High School,"BROADWAY EXT PO BOX 400, Bucksport"
28,311,5-8,Bucksport Middle School,"100 MILES LANE PO BOX 910, Bucksport"
39,408,3-5,Burchard A Dunn School,"667 MORSE ROAD, New Gloucester"
-,76,-,Burnham Village School,"61TROY ROAD, Burnham"
35,598,3-5,C K Burns School,"135 MIDDLE STREET, Saco"
45,273,PK-6,Calais Elementary School,"53 GARFIELD STREET, Calais"
-,-,5-8,Calais Middle School,"11 WASHINGTON STREET, Calais"
25,354,7-12,Calais Middle/High School,"34 BLUE DEVIL HILL SUITE 2, Calais"
57,716,9-12,Camden Hills Regional High School,"25 KEELSON DRIVE, Rockport"
75,412,5-8,Camden-Rockport Middle School,"34 KNOWLTON STREET, Camden"
47,208,K-6,Canaan Elementary School,"178 MAIN STREET, Canaan"
44,588,6-8,Alliance Middle School,"3205 S Union Ave, Alliance"
7,53,9-12,Allied Health Academy School,"3301 Upton Ave, Toledo"
13,374,K-8,Almira School,"3575 W 130th St, Cleveland"
-,205,7-8,Alpha School,"2546 Hillman St, Youngstown"
75,492,K-5,Alpine Elementary School,"1590 Alpine Dr, Columbus"
17,"1,799",K-12,Alternative Education Academy School,"1830 Adams St, Toledo"
-,72,7-12,Alternative High School,"150 W 5th St, Mansfield"
-,51,9-12,Alternative High School,"416 Arthur St, Ashland"
71,480,K-5,Alton Darby Elementary School,"2730 Alton Darby Creek Rd, Hilliard"
48,534,K-4,Alton Hall Elementary School,"1000 Alton Rd, Galloway"
58,709,9-12,Amesbury High School,"5 HIGHLAND STREET, Amesbury"
57,751,5-8,Amesbury Middle School,"220 MAIN STREET, Amesbury"
53,"1,304",9-12,Amherst Regional High School,"21 MATTOON STREET, Amherst"
61,553,7-8,Amherst Regional Ms School,"170 CHESTNUT STREET, Amherst"
64,315,K-8,Amigos School,"100 PUTNAM AVENUE, Cambridge"
67,382,K-5,Amvet Boulevard School,"70 AMVET BOULEVARD, North Attleborough"
78,"1,746",9-12,Andover High School,"80 SHAWSHEEN ROAD, Andover"
80,508,6-8,Andover West Middle School,"70 SHAWSHEEN ROAD, Andover"
79,188,1-5,Andrew B Cushman School,"746 DARTMOUTH STREET, Dartmouth"
68,520,PK-3,Anna Ware Jackson School,"68 MESSENGER STREET, Plainville"
63,109,3-6,Anne T Dunphy School,"1 PETTICOAT HILL, Williamsburg"
77,276,K-3,Annie E Fales School,"50 ELI WHITNEY STREET, Westborough"
68,"1,410",9-12,Apollo High School,"2280 Tamarack Road, Owensboro"
60,302,K-5,Argillite Elementary School,"4157 St. Rt. 1, Argillite"
18,146,K-8,Arlie Boggs Elementary School,"1099 Hwy 806, Eolia"
22,292,K-5,Arlington Elementary School,"928 North Limestone, Lexington"
56,249,K-5,Arnett Elementary School,"3552 Kimberly Dr, Erlanger"
33,156,K-8,Artemus Elementary School,"P.O. Box 277, Artemus"
28,240,K-5,Ashland Elementary School,"195 N Ashland Ave, Lexington"
-,365,K-5,Athens Elementary School,"6270 Athens Walnut Hill Pk, Lexington"
-,-,-,Athens-Chilesburg Elementary School,"930 Jouett Creek Drive, Lexington"
44,"1,066",9-12,Atherton High School,"3000 Dundee Road, Louisville"
-,464,K-5,Atkinson Elementary School,"2800 Alford Avenue, Louisville"
78,698,K-8,Auburn Elementary School,"221 College St, Auburn"
26,425,7-8,Anderson Middle School,"1059 Anderson Street, New Iberia city"
13,562,K-7,Andrew H. Wilson Charter School,"3716 General Pershing, New Orleans city"
31,150,6-8,Angie Junior High School,"64433 Dixon Street, Angie village"
87,777,K-5,Apollo Elementary School,"2400 Viking Drive, Bossier City city"
24,307,6-12,Arcadia High School,"967 Daniel Street, Arcadia town"
85,277,5-8,Arnaudville Elementary School,"120 West Railroad Ave., Arnaudville town"
26,323,K-8,Arthur Ashe Charter School,"3649 Laurel Street, New Orleans city"
52,479,"PK,K-5",Arthur Circle Elementary School,"261 Arthur Avenue, Shreveport city"
11,446,6-8,Arthur F. Smith Middle Magnet School,"3100 Jones Street, Alexandria city"
39,"1,088",9-12,Assumption High School,"4880 Highway 308, Napoleonville village"
30,183,"PK,K-12",Athens High School,"15520 Highway 9, Athens village"
8,423,"PK,K-5",Atkins Technology Elementary School,"7611 St.Vincent Avenue, Shreveport city"
-,KG-6,,272 Eden Lake El. TS,"12000 ANDERSON LAKE PARKEWAY, Eden Prairie"
-,KG-8,,272 Forest Hills El. TS,"13708 HOLLY RD, Edina"
-,6-7,,272 Oak Point Interm. TS,"13400 STARING LAKE PKWY, Eden Prairie"
-,KG-6,,272 Prairie View El. TS,"17255 PETERBORG RD, Chanhassen"
-,KG-6,,273 Concord El. TS,"5900 CONCORD AVE. S., Edina"
-,KG-6,,273 Cornelia El. TS,"7000 CORNELIA DR., Bloomington"
-,KG-6,,273 Countryside El. TS,"5701 BENTON AVE. S., Edina"
-,KG-8,,273 Creek Valley El. TS,"6401 GLEASON RD., Bloomington"
-,KG-8,,273 Edina Public TS,"5701 NORMANDALE RD., Edina"
-,KG-8,,273 Highlands El. TS,"5505 DONCASTER WAY, Edina"
-,KG-8,,273 Normandale El. TS,"5701 NORMANDALE RD., Edina"
-,KG-8,,273 So View Middle TS,"4725 SOUTH VIEW LANE, Edina"
-,290,K-6,Alexander Macomb Academy School,"11 GRAND AVENUE, Mount Clemens"
-,150,K-5,Alexander School,"1010 ALEXANDER SE, Grand Rapids"
-,299,K-5,Alfred E. Upton Elementary School,"4400 MANDALAY AVENUE, Royal Oak"
-,519,6-8,Alger Middle School,"944 EVERGREEN ST. SE, Grand Rapids"
-,220,K-5,Algonac Elementary School,"1300 ST. CLAIR BOULEVARD, Algonac"
93,739,9-12,Algonac High School,"5200 TAFT ROAD, Algonac"
-,576,6-8,Algonquin Middle School,"19150 BRIARWOOD LANE, Clinton Township"
-,513,6-8,Algonquin Middle School,"9185 MARSH ROAD, Algonac"
-,751,6-8,Alice M. Birney Middle School,"27225 EVERGREEN ROAD, Southfield"
-,433,3-5,All Elementary School,"325 E. FRANK STREET, Caro"
46,250,PK-8,Alexander Elementary School,"515 N Elm, Slater"
66,460,K-5,Alfred L. Renner Elementary School,"7401 NW Barry Rd, Kansas City"
8,424,K-8,Allen Village School,"706 W 42nd St, Kansas City"
76,311,K-4,Alma Rader Elementary School,"1360 Randol, Cape Girardeau"
11,173,9-12,Alta Vista Charter School,"1722 Holly St, Kansas City"
71,101,K-8,Altenburg Elementary School,"Hwy A, Altenburg"
47,386,K-6,Alton Elementary School,"Rte 2 Box 2181, Alton"
38,387,7-12,Alton High School,"Rte 2 Box 2180, Alton"
18,139,K-6,Amazonia Elementary School,"845 6th St, Amazonia"
4,263,PK-5,Ames Visual/Perf. Arts School,"2900 Hadley, St Louis"
56,808,K-6,Anderson Elementary School,"512 Chapman St, Anderson"
-,-,7-8,Anderson Middle School,"135 Mustang Dr, Anderson"
-,-,K-4,Canton Elementary School,"RTE 140 PO BOX 689, Canton"
46,204,K-6,Cape Cod Hill Elementary School,"516 CAPE COD HILL ROAD, New Sharon"
100,598,9-12,Cape Elizabeth High School,"345 OCEAN HOUSE ROAD, Cape Elizabeth"
83,573,5-8,Cape Elizabeth Middle School,"14 SCOTT DYER ROAD, Cape Elizabeth"
-,-,9-12,Capital Area Technical Center School,"40 PIERCE DRIVE, Augusta"
-,119,PK-5,Capri Street School,"49 CAPRI STREET, Brewer"
33,282,K-5,Captain Albert W. Stevens School,"31 ELEMENTARY AVENUE, Belfast"
-,-,K-5,Caratunk School,"PO BOX 649, Caratunk"
28,213,6-8,Caravel Middle School,"520 IRISH ROAD, Carmel"
23,604,9-12,Caribou High School,"308 SWEDEN STREET, Caribou"
-,60,K-12,Caribou Learning Center School,"75 BENNETT DRIVE, Caribou"
40,507,5-8,Caribou Middle School,"21 GLENN STREET, Caribou"
91,640,K-5,Alum Creek Elementary School,"2515 Parklawn Dr, Lewis Center"
-,129,9-12,Alum Crest High School,"2200 Winslow Dr, Columbus"
4,410,"K-5,P",Amanda Elementary School,"1300 Oxford State Rd, Middletown"
-,123,-,Amanda-Clearcreek Community School,"414 N School St, Amanda"
64,410,3-5,Amanda-Clearcreek Elementary School,"328 E Main St, Amanda"
74,585,9-12,Amanda-Clearcreek High School,"328 E Main St, Amanda"
70,388,6-8,Amanda-Clearcreek Middle School,"328 E Main St, Amanda"
-,407,K-2,Amanda-Clearcreek Primary School,"414 N School St, Amanda"
72,658,K-5,Amelia Elementary School,"5 E Main St, Amelia"
85,"1,109",9-12,Amelia High School,"1351 Clough Pike, Batavia"
77,950,6-8,Amelia Middle School,"1341 Clough Pike, Batavia"
79,631,PK-5,Annie L Sargent School,"300 ABBOTT STREET, North Andover"
75,482,6-8,Annie Sullivan Middle School,"500 LINCOLN STREET, Franklin"
23,215,9-12,Another Course To College School,"20 WARREN STREET, Brighton"
57,566,3-6,Anthony J Sitkowski School,"75 POLAND STREET, Webster"
58,882,9-12,Apponequet Regional High School,"100 HOWLAND RD, Lakeville"
71,422,K-5,Archie T Morrison School,"260 LIBERTY STREET, Braintree"
49,477,K-4,Arlington Elementary School,"150 ARLINGTON STREET, Lawrence"
56,"1,141",9-12,Arlington High School,"869 MASS AVENUE, Arlington"
64,490,5-8,Arlington Middle School,"150 ARLINGTON STREET, Lawrence"
52,534,K-8,Arthur D Healey School,"5 MEACHAM STREET, Somerville"
64,288,K-5,Arthur T Talmadge School,"1395 ALLEN STREET, Springfield"
32,497,K-5,Auburndale Elementary School,"5749 New Cut Road, Louisville"
80,469,K-5,Audubon Elementary School,"300 Worthington Road, Owensboro"
89,609,K-5,Audubon Traditional Elementary School,"1051 Hess Lane, Louisville"
27,292,K-12,Augusta Independent School,"207 Bracken St, Augusta"
69,268,K-6,Austin Tracy Elementary School,"2477 Austin Tracy Rd, Lucas"
-,421,K-5,Bald Knob Elementary School,"285 Flat Creek Rd, Frankfort"
57,611,K-5,Ballard County Elementary School,"3383 Paducah Rd, Barlow"
89,"1,689",9-12,Ballard High School,"6000 Brownsboro Road, Louisville"
55,633,K-12,Barbourville City School,"140 School St, Barbourville"
-,351,K-6,Barbourville Elementary School,"140 School St, Barbourville"
-,285,7-12,Barbourville High School,"140 School St, Barbourville"
59,249,"PK,K-12",Atlanta School,"118 School Road, Atlanta village"
80,731,"PK,K-8",Audubon Charter School,"428 Broadway Street, New Orleans city"
31,541,"PK,K-5",Audubon Elementary School,"10730 Goodwood Blvd, Baton Rouge city"
43,751,7-12,Avoyelles High School,"287 Main Street, Moreauville village"
72,691,K-12,Avoyelles Public Charter School,"201 Longfellow Rd, Mansura town"
24,305,6-8,B. Edward Boudreaux Middle School,"18333 Highway 182 West, Baldwin town"
82,597,2-5,Bains Elementary School,"9792 Bains Road, St. Francisville town"
86,445,"PK,K-1",Bains Lower Elementary School,"9794 Bains Road, St. Francisville town"
12,382,"PK,K-1",Baker Heights Elementary School,"3750 Harding Street, Baker city"
14,494,9-12,Baker High School,"3200 Groom Road, Baker city"
10,382,6-8,Baker Middle School,"5903  Groom Road, Baker city"
15,290,2-3,Bakerfield Elementary School,"2550 South Street, Baker city"
-,KG-8,,273 Valley View Middle TS,"6750 VALLEY VIEW RD., Bloomington"
43,7-12,,276 Minnetonka High ALC,"18301 HWY. 7, Minnetonka"
-,9-12,,276 Minnetonka High IS,"18301 HWY. 7, Minnetonka"
-,5-7,,277 - Grandview Middle TS,"1881 COMMERCE BLVD, Minnetrista"
-,1-4,,277 - Hilltop El. TS,"5700 GAME FARM RD., Minnetrista"
-,8,,277 - Mound Westonka TS,"5901 Sunny field Rd. E., Minnetrista"
-,1-5,,277 - Shirley Hills El. TS,"5901 SUNNYFIELD RD. E., Minnetrista"
21,9-12,,277 Westonka Area Learning Academy,"5901 Sunny field Rd. E., Minnetrista"
-,1-8,,278 - ORONO EXTENDED YEAR,"705 OLD CRYSTAL BAY ROAD, Long Lake"
-,3-5,,278 - ORONO INTERMEDIATE,"685 N OLD CRYSTAL BAY RD, Long Lake"
100,20,1-8,21st Century Learning Academy Charter Element School,"200 S. MAIN, Mullinville"
100,177,9-12,21st Century Learning Academy Charter High School,"200 S. MAIN, Mullinville"
32,-,-,Allegan Alternative High School,"550 FIFTH STREET, Allegan"
-,-,-,Allegan Co. Development Center School,"212 GROVE STREET, Allegan"
-,-,-,Allegan County Area Technical And Education Center School,"M-222 EAST, Allegan"
-,-,-,Allegan County Even Start School,"112 KALAMAZOO STREET, Otsego"
-,-,-,Allegan County Technical Center Annex School,"2879 116TH AVENUE, Allegan"
-,-,-,Allegan County Youth Home School,"WESTON HALL, Allegan"
61,-,-,Allegan High School,"1560 NORTH M-40, Allegan"
-,-,-,Allegan Street Elementary School,"313 W. ALLEGAN STREET, Otsego"
28,942,K-12,Allen Academy School,"8666 QUINCY, Detroit"
-,331,K-5,Allen Elementary School,"16500 MCCANN ROAD, Southgate"
-,459,K-5,Allen Elementary School,"11100 N. HAGGERTY ROAD, Plymouth"
72,747,6-7,Ann Hawkins Gentry Middle School,"4200 Bethel St, Columbia"
82,775,6-8,Antioch Middle School,"2100 NE 65th St, Kansas City"
79,502,K-6,Antonia Elementary School,"3901 Hwy M, Imperial"
49,176,K-6,Appleton City Elementary School,"408 W 4th, Appleton City"
21,194,7-12,Appleton City High School,"408 W 4th, Appleton City"
-,-,9-12,Arcadia Valley Career Tech Center School,"650 Park Dr, Ironton"
68,435,PK-4,Arcadia Valley Elementary School,"700 Park Dr, Ironton"
42,373,9-12,Arcadia Valley High School,"520 Park Dr, Ironton"
42,326,5-8,Arcadia Valley Middle School,"550 Park Dr, Ironton"
35,321,6-12,Archie High School,"302 W State Rte A, Archie"
36,461,K-5,Armstrong Elementary School,"6255 Howdershell Rd, Hazelwood"
9,654,K-5,Arrowpoint Elementary School,"2017 Arrowpoint Dr, St Louis"
73,321,PK-6,Ash Grove Elementary School,"100 N Maple Ln, Ash Grove"
-,-,9-12,Caribou Regional Technology Center School,"308 SWEDEN STREET, Caribou"
62,560,K-6,Carl J Lamb School,"233 SHAWS RIDGE ROAD, Sanford"
51,219,PK-5,Carmel Elementary School,"50 PLYMOUTH ROAD, Carmel"
16,284,K-8,Carrabec Community School,"56 N MAIN ST PO BOX 187, Anson"
5,277,9-12,Carrabec High School,"160 N MAIN ST PO BOX 220, Anson"
23,273,3-8,Carrie Ricker Middle School,"573 RICHMOND ROAD, Litchfield"
-,107,PK-1,Carroll L Mckusick School,"619 STATE HIGHWAY 150, Parkman"
33,296,4-6,Cascade Brook School,"162 LEARNING LANE, Farmington"
49,77,K-8,Cave Hill School,"1205 EASTBROOK ROAD, Eastbrook"
54,388,K-8,Center Drive School,"17 SCHOOL STREET, Orrington"
31,226,7-12,Central Aroostook Jr-Sr High School,"25 PLEASANT ST PO BOX 310, Mars Hill"
28,314,K-5,Amesville Elementary School,"PO Box 189, Amesville"
90,483,K-5,Amherst Elementary School,"8750 Jane St NW, Massillon"
78,638,7-8,Amherst Junior High School,"548 Milan Ave, Amherst"
74,295,4-6,Amity Elementary School,"4320 E Galbraith Rd, Cincinnati"
-,277,K-1,Amos Mcdannel Elementary School,"210 38th St SE, Canton"
97,"1,302",9-12,Anderson High School,"7560 Forest Rd, Cincinnati"
2,513,"P,K-8",Andrew J Rickoff School,"3500 E 147th St, Cleveland"
82,875,6-8,Ann Simpson Davis Middle School,"2400 Sutter Pkwy, Dublin"
92,565,K-5,Anna Elementary School,"PO Box 169, Anna"
95,393,6-12,Anna High School,"PO Box 169, Anna"
88,268,6-8,Anna Middle School,"PO Box 169, Anna"
81,327,K-5,Annehurst Elementary School,"925 W Main St, Westerville"
51,481,3-5,Arthur T. Cummings Elementary School,"40 HERMON STREET, Winthrop"
82,426,6-8,Arthur W Coolidge Middle School,"89 BIRCH MEADOW DR, Reading"
71,253,K-5,Ashby Elementary School,"911 MAIN STREET, Ashby"
66,425,K-6,Ashfield School,"225 COE ROAD, Brockton"
76,710,9-12,Ashland High School,"65 EAST UNION ST., Ashland"
68,587,6-8,Ashland Middle School,"87 WEST UNION STREET, Ashland"
32,925,9-12,Assabet Valley Voc High School,"215 FITCHBURG STREET, Marlborough"
68,604,PK-3,Assawompset School,"232 MAIN STREET, Lakeville"
68,225,K-5,Atherton Hough School,"1084 SEA STREET, Quincy"
36,539,9-12,Athol High School,"2363 MAIN STREET, Athol"
36,478,6-8,Athol-Royalston Middle School,"1062 PLEASANT STREET, Athol"
55,346,K-5,Atkinson School,"111 PHILLIPS BRKS RD, North Andover"
22,533,1-5,Bardstown Elementary School,"420 North 5th, Bardstown"
47,538,9-12,Bardstown High School,"400 N 5th St, Bardstown"
33,464,6-8,Bardstown Middle School,"410 N 5th St, Bardstown"
-,604,K-3,Bardstown Primary School,"1000 Templin Ave, Bardstown"
51,"1,212",9-12,Barren County High School,"507 Trojan Trail, Glasgow"
56,685,7-8,Barren County Middle School,"555 Trojan Trail, Glasgow"
85,647,6-8,Barret Traditional Middle School,"2561 Grinstead Drive, Louisville"
40,414,6-8,Bate Middle School,"460 Stanford Ave., Danville"
37,587,K-5,Bates Elementary School,"7601 Bardstown Road, Louisville"
48,597,9-12,Bath County High School,"645 Chenault Dr, Owingsville"
33,467,6-8,Bath County Middle School,"335 W Main St, Owingsville"
63,95,K-6,Battletown Elementary School,"8585 Battletown Rd, Battletown"
65,357,"PK,K-6",Ball Elementary School,"89 Camp Livingston Road, Ball town"
4,242,"PK,K-5",Banks Elementary School,"2401 72nd Avenue, Baton Rouge city"
33,342,"PK,K-5",Barbe Elementary School,"400 Penn Street, Lake Charles city"
43,255,"PK,K-6",Barkdull Faulk Elementary School,"2110 Jackson Street, Monroe city"
8,294,"PK,K-5",Barret Paideia Academy,"2600 Barret Street, Shreveport city"
77,403,5-12,Basile High School,"2835 2nd Street, Basile town"
29,393,"PK,K-8",Baskin School,"1926 Highway 857, Baskin village"
46,"1,053",9-12,Bastrop High School,"402 Highland Avenue, Bastrop city"
99,"1,273",9-12,Baton Rouge Magnet High School,"1105 Lee Drive, Baton Rouge city"
97,444,"PK,K-5",Baton Rouge Visual and Performing Arts Center,"2040 So Acadian Thwy, Baton Rouge city"
73,184,"PK,K-4",Bayou Black Elementary School,"4449 Bayou Black Drive, Houma city"
37,753,"PK,K-5",Bayou Blue Elementary School,"1916 Bayou Blue Road, Houma city"
30,485,6-8,Bayou Blue Middle School,"196 Mazerac Street, Houma city"
-,6-8,,278 - ORONO MIDDLE,"800 N OLD CRYSTAL BAY RD, Long Lake"
-,KG-4,,278 - ORONO SCHUMAN ELEMENTARY,"765 N OLD CRYSTAL BAY RD, Long Lake"
-,7-8,,279 - C.E. Teen Zone - TS,"11200 93rd Ave. N., Osseo"
-,6-8,,279 - Maple Grove Jr. TS,"7000 Hemlock Lane N., Osseo"
-,1-6,,279 - Rush Creek Elem. TS,"8801 Cty. Road 101, Corcoran"
-,1-6,,279 Birch Grove El. TS,"4690 BROOKDALE DR. N., Brooklyn Park"
-,KG-7,,279 Crest View TS,"8200 ZANE AVE. N., Brooklyn Park"
-,1-8,,279 Edinbrook El. TS,"8925 ZANE AVE. N., Brooklyn Park"
-,1-8,,279 Fair Oaks El. TS,"5600 65TH AVE. N., Brooklyn Center"
-,1-8,,279 Garden City El. TS,"3501 65TH AVE. N., Brooklyn Center"
-,9-12,,279 Osseo ALC EY,"7300 BOONE AVE. N., New Hope"
13,7-12,,279 Osseo High ALC,"7300 BOONE AVE. N., New Hope"
65,501,7-8,Abe Hubert Middle School,"1205 A STREET, Garden City"
59,368,K-3,Abilene Elementary School,"522 N ABILENE, Valley Center"
47,540,9-12,Abilene High School,"1300 N CEDAR, Abilene"
64,378,6-8,Abilene Middle School,"500 NORTHWEST 14TH, Abilene"
78,284,PK-5,Adams Elementary School,"1201 N 10TH, Arkansas City"
40,367,PK-5,Adams Elementary School,"1002 N OLIVER, Wichita"
62,124,K-8,Admire Elementary School,"100 E. 1ST STREET, Admire"
-,56,7-9,Alcott Academy School,"3400 E MURDOCK, Wichita"
21,487,PK-5,Allen Elementary School,"1881 S ELPYCO, Wichita"
78,521,6-8,Allison Traditional Magnet Middle School,"221 S SENECA, Wichita"
70,113,K-6,Alma Grade School,"215 E 9TH, Alma"
13,307,K-11,21st Century Charter Fall Crk School,"2540 N Capital Ave Suite 100, Indianapolis"
24,160,9-12,Allen Park Community School,"14700 MOORE, Allen Park"
